ResponseID,Countries
R_2rCujY7ZDu8ydFk,
R_vHSVoXxE2ACIg13,Germany
R_2uqQ9sYeMrKKRuU,
R_1d4bsHFryHa4E2k,
R_238eF8OR8YL1Pte,
R_1MKtV2yWDWcAWBs,United States of America
R_2tEhs37jtOaI7Oi,United States of America
R_3QK70Mjmw8SNT23,Portugal
R_Uo3IJZZWQw1xmBH,United States of America
R_2UfJhNf74acWYmP,Nigeria
R_p3HVtm9t4TgdMv7,Brazil
R_1FhUTxhPkadhvqN,Ireland
R_2rqJusdzohVoBL5,Ghana
R_2qqr5GKjyMATBtp,Brazil
R_1gTsHc1xRdZkKKw,Australia
R_sFNEiVQ1OB6zmz7,United States of America
R_2YlcsLp6WSyBTA8,United Kingdom of Great Britain and Northern Ireland
R_XY3Fl6miWCgZ0M9,United Kingdom of Great Britain and Northern Ireland
R_2S96wmIbeAmBXI0,United States of America
R_1fkjFeAlv0MzgvV,United States of America
R_1FPpOPLxsm2dVzb,United States of America
R_3gZTAddXop5WGGs,Peru
R_2S0t8mGuUq139Vh,
R_74yrzmkV83iioil,Hungary
R_3nrxqZxZoxizM6Q,United Kingdom of Great Britain and Northern Ireland
R_uexw50TTO20TXeF,South Africa
R_3JsmFsarOe8uzFm,
R_2rUy5AxZRmBTsEN,Italy
R_3fBlFIjni6ybT48,
R_2CBu8qnKigVAYWm,Belgium
R_bkm1tvfdhGH8Ckh,
R_1FnArOR8Eg2Omfg,
R_1Kv7DRUUmN9xNQZ,
R_1MW06zcJljCtNnT,United Kingdom of Great Britain and Northern Ireland
R_wXIWZOJVLeqCiSR,Haiti
R_3q3A9Oy7CZ7bGP7,United States of America
R_2Y4UgUKmdhYOsvu,
R_3oArZ9FzkyxkZ5f,Spain
R_2fpyBqUVTJrHlX0,Argentina
R_2dTnzKPEJtB9sVI,Belgium
R_3g5iWsQCndIFKgM,
R_1lcmL4yVCUsbs8x,Egypt
R_2TnroMJZu8b2mEo,Egypt
R_1K1Jnze9JtJslKP,
R_1irCrrdDjDFw4lp,
R_10IRrrrZL0UPTys,Egypt
R_3lygDEsR5Z39bOx,
R_3M982wjV20m5fMf,Canada
R_2VvXc86atsqAbe0,Brazil
R_3HLhrxzmnudYCox,
R_2tJWlg9C44qyw6i,
R_1isw4EPNUeIC2yL,
R_2U6gsQHApPyLNN5,
R_3lEJPllhUsQYCf8,
R_31o728WikGZ8ODo,
R_Zkv25eqK7ssVEaJ,
R_3HkopOFLeWObUqf,
R_2y1TtTQblYrpHwa,Argentina
R_3mmXnRVY1Hc63Kj,
R_3lsRUwtEWG0LSYf,
R_DrdRr2kUnaQKuQh,
R_2wMHmflFeZeNkox,Egypt
R_1CfNT3bYxsxBD9E,
R_1igv3BiDGk6qxc5,
R_3KAAQEMO7LCOWCB,United States of America
R_1fdASaL7P6YAsbe,Canada
R_3kt8odeWRWtGZ6t,
R_a9Rmoi8376GwRvb,China
R_3k0WHHsjfGC2Nn1,New Zealand
R_tX4HswQ5Lh6L55v,
R_DMNZBoi8nsYjOy5,
R_3rV60L5ujtiQa63,
R_3KZuZoA1fFEOejr,
R_BPUAwvZk2vnOzqp,
R_2wtaNy4TDr2RQbH,
R_2CDk6hoXhJNo3H3,United States of America
R_1FxmpjBEzIpcBRz,
R_1GK40jcYTT541xx,Netherlands
R_1gzEQftV3xtDbL2,
R_3JFoTyWYXbmXU0J,
R_1NFbndndn50lQyT,China
R_6A6P2ly64XEtT9L,
R_3qrLnpUs26FSVXm,
R_273f4CyE9NSy9sG,China
R_2wTY05kKiH7SM4M,United States of America
R_2pWavpBCPT9h9OZ,China
R_Tti4WHM602lpmN3,China
R_1C87573u7PD5Ut8,United States of America
R_1oBTIf5GaRlygKq,United States of America
R_2XprppGy3M4oyKd,United States of America
R_3E9WN5QHVyJYd3Y,
R_3fvBZ9jWAUJCngW,
R_8kUr44sDrIcCPux,Italy
R_3kmJAdU0wSPy5V2,Italy
R_2zedJQ5JXFoaICV,C么te d'Ivoire
R_1guRpcBTQlk1UoN,China
R_1rNYhX11cyfq8zA,
R_2SvPTovFzzOCuvv,China
R_81CH1TN5x3YU0pj,Japan
R_1hYcKQ130aaG1IN,Afghanistan
R_a473UbDlSBxDSPn,China
R_3Pua8IHVb1qULpv,China
R_1rPppqNhHcLz15n,China
R_2fs5DARSwuzgOZc,
R_ZrAHGEYWnNVYWCl,China
R_2zw2QNYOFeubT0d,China
R_2e2sqhStIYCn8Q5,United States of America
R_2f1zXGjAuTNUk8Z,China
R_2w7GRV5fu0CNaf5,China
R_3fUyAeHvyjbwiF4,
R_3JC9DY2tHjffIT2,China
R_2QQXJzoTuUOJUVI,
R_2uzdc5jsMJ47wPL,
R_2Yn8ag0vo3EbzvY,
R_viOu4gdVsw0Ur17,
R_3qi7Ch8Kzn3J8zL,
R_1NzCapaMTdeR0iw,
R_2Ea5jwZwMYwF3uz,
R_scJcTgb6b7EZ9Zf,
R_bJCFnpKF4KlyPjb,
R_3HQcY3r3VC3rcVr,
R_1hQD4NoXkpUBKZi,
R_1I5BPOwEU3RNJju,
R_27a3w6WLwNMJu4p,
R_1HpMopAQlGTeTAD,
R_r2oFBrIPOw2HDkR,
R_2ve2xHkUIVf4qPV,
R_C80PTBEDu8IP01b,
R_1rHYwfzGxACHedO,
R_DwyE7VC7s6t7Oud,
R_1liaPgQKazheRgT,
R_31iOx2uZxuNlLXZ,
R_1JL7PYVLh6AMv0s,
R_2pYsjTScD4EKkFR,
R_rfMLIJatQvmHO49,
R_2S0LNvwqO9PqAr2,
R_2pSQ0sdx92BRZWn,
R_PvbyRngTtMGtIpX,
R_1NlGN9zbv9RbA1M,
R_0D7SwKFj9RhKn5v,
R_2YKPqTjvA0O9fWY,
R_1kMQjzbbHUfbMFk,
R_2Yfy2IBNDsDs4GD,
R_xu8Om3pAy5f3tlL,
R_3DjdYQwwiaHrljF,
R_2tFmFaRoCRu9aA0,
R_1mQQjMnYkC215MH,
R_1pGw9JRuCLDBvkR,
R_p3oEdBS7ImdS85X,
R_XXToktJG4BpYzwl,
R_3lFw7Ym5Ia2EKdN,
R_a5jGJqfvBdUeW1r,
R_tPM4HqgnwBf82R3,
R_1QKt38DzaVMtXSK,
R_29p5PP8Gj9cry7a,
R_3R1qdyxHaiZmwPP,
R_30dzTPWI9SjeciV,
R_3KvmswpCMMmmVW2,
R_31viQCUt5hw0syJ,
R_5pvJshQ2Z3V4Z0J,
R_pGBJCqm8661RQqJ,
R_2THGHBaamxb4iJO,
R_28Md0XMw8zHXAIQ,
R_cMVwt17KD2JK6XL,
R_1CgxxCEDhPQGpxX,
R_2SrGzlgOJvrCxSy,
R_pK2vpm0kllcXyi5,
R_1Gy80LF1K1rrpAd,United States of America
R_1lorVNEfFql4Imf,
R_1C3XLnP1rejS2SQ,
R_3ewqUttRmlBAX7O,
R_3PBknBOdbSJzCCX,
R_UF8rYOBN3u66YbD,
R_2EmB4ymaTSX7QLW,
R_Q4lmOkSNYUtLhm1,
R_3hzn0KSFFCOih5k,
R_1Nbkw5B3A2XlPRb,
R_3MzMUvhXcXzZGGJ,
R_snFBhji3gqHXoVH,
R_2rr8O69aZ4lgsIb,
R_cwQviCjGJz5xkgp,
R_27CipjooXPKeEJr,
R_eeT3cjlZq9b8nfz,
R_28SBc5y5zhlHsLr,
R_WpxzNlqm0RRggoN,
R_AputUA1B6nAZi2R,
R_ebSlfbsu8jNI1O1,
R_24kLtzHeRxFOn4d,
R_vAmi2K6vctCfvBT,
R_2VpVas3OyXuysEe,
R_3E6LdriSRg3dgxH,
R_1JFsEq7jr4Mx0pe,
R_UXQMwKywx3lc5TX,
R_3wOiSoqfzarxXfX,
R_1GKqC0hUS1b7Ipt,
R_2Ph7QjumBsRRbhO,
R_PvaMcAXy5Myj3HP,
R_3sh3JfPAC8jc3PT,
R_2tncOvf89sQMtqV,
R_3EteIgkdwK0KnNx,
R_3Jh1HrU5EsreDOu,
R_27jINbTtYnJmauj,
R_1Eak3UPZI0vmGpA,
R_2tgpStuUA2YEpm5,
R_2YJRY7YV75ZcLwL,
R_2Ug5BH3Ss0BbpiA,
R_2Y52UnyFwztoyfU,
R_1PaWpmFU5c5eMSK,
R_24C1CQOXOq3GZhy,
R_11irCdo8k7JWRiW,
R_1EhqVHlmRZ6tJ8N,United Kingdom of Great Britain and Northern Ireland
R_2ZTXzj2R1dgPPEX,
R_3kc88QMrzCalF5v,
R_31bocbakZomcW86,
R_BLh8BVuta8f6Qk9,
R_cHNdHVoZ4N936Df,
R_1N2ndl6J4rpAfFq,
R_bJjgXbldTrpAVy1,
R_ANHaouEr4Gln3ax,
R_3ke8I0HF1BJ0ZbJ,
R_3kukh2J2u1mBkfF,
R_12fHAUSTR1x1VNU,
R_2ceLCSWpl2Qv89K,
R_2U6eHYfJLjz94za,
R_3ik8Unf2iynZ6yM,
R_3sivaBFvpRV3xJg,
R_1DCiXY1yzbG2Hju,
R_W1zTEVYScSHsPDP,
R_2bT1qEgvYpAxWa5,
R_1X3d8xbYEu4xmb7,
R_2YQaNaeAftO3oPE,
R_O8BLBuvXuHViQcF,
R_27wBELIpshVHHKd,
R_PM0cVSeK4HSoVup,
R_1YrlpFha61WN28h,
R_10vIdBVH7m1k0Qv,
R_2SDIYw3SDdwDRxT,
R_1r96j8sld1baYNj,
R_2VmwzhH4iWTB0lp,
R_3iOmNOg4MypaCV7,
R_1qensFUtMjBeXXT,
R_0GmCfGzp1PV65fb,
R_pnRLRDP6BqmujQJ,
R_1GJ5ErOxWxaOLJc,
R_2Tz9irBRlO9tMnc,
R_3qR1GFOZogWtZXo,
R_3fNShmi1IFEXdcU,
R_1PcLZJtSpLHz3XD,
R_2WH9UJTybIfZ1NG,
R_1pneoBFZQJfIjzT,
R_rdTMn9ZuOow404F,United Kingdom of Great Britain and Northern Ireland
R_z9g5tbsr9n8FI77,
R_pQJZ7hFHgFdwYKZ,
R_3nezn5mOsL7xW11,
R_1FhrHAhA7NB2bpp,
R_1itfIdQn8UOf2ga,
R_2UfkFoYCzFSuMow,
R_06QZ7yGTlH4vNFD,
R_3DdROIQNMU6UPGz,
R_3fGIGbbhpTQijFU,
R_2wafSY6DYgOKXm5,
R_2PoFZG4Bym9tnk7,
R_3nTWdTV41JPW6t5,
R_YXHmkYZLgH842VH,
R_tRRp15Ao9ABg6k1,
R_UJxXDVIpkacqt7H,
R_3JgUh6UgDil6l25,
R_yC7Uu2gIoFJfyw1,
R_b7RBVOCM4oBYljz,
R_3IRyoQq5Uen4xB4,
R_1hLwz07gvdaPpuh,
R_2QKbn7YSA05KfcD,
R_3j99FujBpj9uIlr,
R_26o1nIvA9ZHgLXY,
R_YQerkGwBrpRDjJn,
R_a9Ryur96OmF3SyR,
R_bJifqQLGLQhN5f3,
R_2QrFwCUhZXJbks1,
R_ApJESgJYceUBvTr,
R_3RqhkmyGGKlKVA8,
R_3OirCdUU3egS8W5,
R_2WwzHe9avvE5y7Z,
R_C20cN1TZq9lPl2p,
R_3k5lVZVNLSfrjEI,
R_veM8p0VDQUS6wKJ,
R_3M3ZDKBteGyP9YL,Cameroon
R_337o4WQyydGlHLZ,
R_da3AD7t6kLdUmgp,
R_2wgKHBgTe02rbg8,
R_2vYv9tltfOb9PtX,
R_2zojGzn8gqB8QFF,
R_2e21SqNUiAB170p,
R_1DTfmSUJyMCMCE3,
R_3D58qsGuQ5qiNJh,
R_3BEBlWZzEc0kqbf,
R_3PpmtpeMiysXUXQ,
R_33wBEdzlJ27mJ4m,
R_78l4Vmb0zNlzWYV,
R_29s1pHL9xS4AuE4,
R_2aqPZcSmuK0LIs0,
R_1i8vdVgGkj93Hgj,
R_12Pu9CDZzDCgqZf,
R_2X4fa5SsZHz9B8F,United States of America
R_vTTT95a6xKqg53j,Canada
R_1jBcsy85CCTAy7v,Australia
R_231fzsgKpWoyOhn,Canada
R_9GH3LnaLX01kQBb,United States of America
R_PTXzF3o1MWSazvz,United States of America
R_Xhx2dLoo8iZrkXL,United States of America
R_2WPgaprKE4SpbS4,Italy
R_RaZG4l7jOArMyWZ,United States of America
R_1BXHIe465Nl08PE,Netherlands
R_20NZEQjPB23mFle,Spain
R_2sXat3CQGYuFReO,
R_agEgYEzhln11yW5,United States of America
R_agfwmG7CrOwTm1z,United States of America
R_3FVRtBR4krW3Knb,Netherlands
R_2zUf0oFk182MwaS,United States of America
R_1OCv25FcQPnFoWV,
R_3fV1HzbmScyqV8U,
R_1IhLAP4XMkM58AV,Nigeria
R_3iLmxnUSrtZfc5A,United Kingdom of Great Britain and Northern Ireland
R_2w6Qjie5QES47VC,Ireland
R_10IrkYlTYimOJdM,Austria
R_9ABpfACaRV9TB85,United States of America
R_12M71E85YqDIED3,United Kingdom of Great Britain and Northern Ireland
R_2V1lZw3hqEsrXak,Ireland
R_30wAEObhOnQjO72,Ireland
R_29vlioB0Z4TThY0,Ireland
R_10BOWtJbrJSnIKU,United Kingdom of Great Britain and Northern Ireland
R_2q2bIZVaRfTCzbr,Canada
R_3knUmbcwZZD19IS,Australia
R_1f16lVJ6j3N8XSA,Ireland
R_27EknPs0hhKOmqM,United Kingdom of Great Britain and Northern Ireland
R_272v3DyUO78YgvN,
R_1oqllAzc3WCbHKt,Ireland
R_SSIKLRoe4SHvpSh,United Kingdom of Great Britain and Northern Ireland
R_2QRnSGm5NYBPeK8,United Kingdom of Great Britain and Northern Ireland
R_2WAquEPQaN003bS,Sweden
R_2zO6qS2yvLBFkre,United Kingdom of Great Britain and Northern Ireland
R_1prjwopeUOyluxX,United Kingdom of Great Britain and Northern Ireland
R_2QJSwVpgSJ3zOUJ,Netherlands
R_2tyWfYPaMbYWfg3,United Kingdom of Great Britain and Northern Ireland
R_3MQbXFHOMNENk0b,United Kingdom of Great Britain and Northern Ireland
R_TnkXnfrWk0r5fUJ,Ireland
R_4YPlLwiApEGW69H,United Kingdom of Great Britain and Northern Ireland
R_2WUTZ44nePzp70U,United Kingdom of Great Britain and Northern Ireland
R_vkIEP3u6eQybUsh,Kenya
R_2wcPE52p9Qc4PzK,Kenya
R_2Sxk6ly2zge1MDn,United Kingdom of Great Britain and Northern Ireland
R_e8lV3IIJkfQPwjv,United Kingdom of Great Britain and Northern Ireland
R_1CI2pseJwFMhapl,Ireland
R_DOB3F1nXQzGo5e9,United Kingdom of Great Britain and Northern Ireland
R_vAEMpRvct1V0X3H,Ireland
R_2b0f11u7pqgSEtb,United Kingdom of Great Britain and Northern Ireland
R_2P0fefAwAhYGLYY,United Kingdom of Great Britain and Northern Ireland
R_3sdF1Z0EUEBMD0y,United Kingdom of Great Britain and Northern Ireland
R_YY0646iEe9M0d7X,Belgium
R_1FnZ6CZHOqpp48L,Ireland
R_3lVMGnJHCQQX6qN,Ireland
R_2WAWMTBpZbh2M5n,United Kingdom of Great Britain and Northern Ireland
R_38G0JVrv8wikyFb,United Kingdom of Great Britain and Northern Ireland
R_3McDoFzDpCKKzGI,Ireland
R_1GQ658qnDg2c1PM,United Kingdom of Great Britain and Northern Ireland
R_1OQawbMjtoSUyWC,United Kingdom of Great Britain and Northern Ireland
R_9BOlnl4b95UIVi1,United Kingdom of Great Britain and Northern Ireland
R_eDkJthvgveJQ0OR,United Kingdom of Great Britain and Northern Ireland
R_28ArShmwOKOufud,United Kingdom of Great Britain and Northern Ireland
R_1N4w9pD1F3RrkQo,United Kingdom of Great Britain and Northern Ireland
R_1CvJ6zf6xXbr9j7,Rwanda
R_1jIEazTOwECbhlQ,Ireland
R_1FhbVVJ9imuGiA0,United Kingdom of Great Britain and Northern Ireland
R_1Nw69bMZUBswsDs,United Kingdom of Great Britain and Northern Ireland
R_325XbMXxcXrjrnC,United Kingdom of Great Britain and Northern Ireland
R_33ecWRGWh57woKr,United Kingdom of Great Britain and Northern Ireland
R_3MAq1NfE3qrJdZv,United Kingdom of Great Britain and Northern Ireland
R_s6hVRFGEWH7SIVz,United Kingdom of Great Britain and Northern Ireland
R_1oilcN8745HZrv8,United Kingdom of Great Britain and Northern Ireland
R_1CdKAqJB18fvne5,United Kingdom of Great Britain and Northern Ireland
R_2UXzqAJWFqUuTYL,United Kingdom of Great Britain and Northern Ireland
R_2VF6tKmHJ4NJ5wZ,United Kingdom of Great Britain and Northern Ireland
R_2q4aBaEZ1xJvsy7,United States of America
R_Do44o9ZAppPMI8h,Ireland
R_2QSA3cvcku7T17G,United Kingdom of Great Britain and Northern Ireland
R_2bUzikhT5BJMg3s,United Kingdom of Great Britain and Northern Ireland
R_1GHAYtHorFJWkSm,Ireland
R_3M4EncrgOm9Ledu,United States of America
R_9vIWOaOAjWjbojL,United Kingdom of Great Britain and Northern Ireland
R_22PvR46h9LxEOnN,United Kingdom of Great Britain and Northern Ireland
R_3lqvYHuZ0Agm9Fv,United Kingdom of Great Britain and Northern Ireland
R_2y7oBG3G5N9rsxe,Ireland
R_3IWTpHh29QFYLY3,United States of America
R_1jlcDUTHLNUmvow,United Kingdom of Great Britain and Northern Ireland
R_3OcssGNEg35gfLt,United Kingdom of Great Britain and Northern Ireland
R_2zoOMYcJq6JGSpX,United Kingdom of Great Britain and Northern Ireland
R_bEpg79u7MWKYiNr,United Kingdom of Great Britain and Northern Ireland
R_241N8GNE4hPWKKM,
R_1hR33xtbSQEfGrL,
R_5aKnvL3Mna4ulXj,United Kingdom of Great Britain and Northern Ireland
R_2ZNvU7OPZxLuRzA,United Kingdom of Great Britain and Northern Ireland
R_20VvVmDI9N0BGly,
R_Z1SHXzgfSE3pZK1,
R_5uUp4m2OTcem1W1,United States of America
R_1Oixq6Hu8Awlxhk,Ireland
R_2PC4mnqhhPHmzyj,
R_1pFDtixtHhTGFgk,
R_cFOFnzHdC30aC2t,
R_2sSVdlA2O29IwBb,United Kingdom of Great Britain and Northern Ireland
R_1I4zJPa2q02efjB,Cameroon
R_1Rg0T0xvS7MI0jD,
R_ODqQDmZ4RytsnWF,
R_RUI4hdubFFZRySt,
R_3G2tO4A1Mc3lvph,Ireland
R_SAwkp3RGOUp9TZn,United States of America
R_AET95poLOVgjSyB,United Kingdom of Great Britain and Northern Ireland
R_3h3Lm0lf50vIF0C,
R_Z7yT6zUI8qqTTZT,Germany
R_3jcHTxUzOnKXVk5,
R_214Waza39reb7j9,United States of America
R_1N9r7svWuHQEny8,Dominican Republic
R_2COoFxiQXYgjJwn,United Kingdom of Great Britain and Northern Ireland
R_3EMSJ7zO9hZqgPm,
R_2vbTrk0BVClSQH7,United Kingdom of Great Britain and Northern Ireland
R_AapIxgcLXq6g4zn,
R_3j0ayBTBQPMfXuW,
R_Pv6adWHaGsRQR8d,
R_2WZofmkXRyhUnAC,United Kingdom of Great Britain and Northern Ireland
R_1d0ImBHAz0fEyVr,
R_cHBZqCIw65biXvj,
R_oZfmQdDZlwSxNM5,
R_sjUu37fXqGxtce5,United Kingdom of Great Britain and Northern Ireland
R_yqAwEbQRo1OhdGF,United States of America
R_3FOL0gxhBHCsJqy,
R_3sttOe7bHsDcuW8,United Kingdom of Great Britain and Northern Ireland
R_2DNZEnpMD2UZkJn,United Kingdom of Great Britain and Northern Ireland
R_Dd7gNEzR8fZJQDT,United Kingdom of Great Britain and Northern Ireland
R_SVGA9lSGQ99EoVz,Italy
R_2qw1ULifUyzRcwo,
R_2BntK3YhgaIUoD8,Ireland
R_1GwtUTs1DANQpbm,United States of America
R_2AGXWoj9K5nR11Q,
R_2cd43eqkb5LyG7r,United States of America
R_1Qt2VtRc7GasWr5,
R_R3NFezq9NLIlvNL,United Kingdom of Great Britain and Northern Ireland
R_1Q5uUlrHY5smKtG,United Kingdom of Great Britain and Northern Ireland
R_2UaXNq9eYE4FruM,United States of America
R_3fVRtH0aAW51oGQ,Ireland
R_1rOiQMEACqHjYxv,
R_po1RUaY0xE0OMxj,
R_3rJpPx7Xm574iBk,
R_2zT6ZFwIw8Mewcy,
R_1OxAxvhwuWPz0Uq,
R_1MYRsFofOpbUPQV,
R_3isTvVNiVDpcefI,
R_2zd1b51Z3nH70Ke,
R_3MrgDVuPlHK4307,
R_2OIoHJmSj2Nbnvt,
R_1ocZ8uq9Fvk2z9e,
R_2dhvXyFALviSE0X,
R_2V9oG7UIn4ye3BE,
R_3fZFct3YzvQ3hdA,
R_XTEecob0LpIt8wF,
R_2PdOLXL5tXPuCuH,
R_278SH2EXEBep8rd,
R_24bBZCn3pYRCmwu,
R_1Fwyg0lQFcz4tWc,
R_yyi2EY7001OqSad,
R_Q61NyUTJHESSlKp,
R_1eLTUF79h1RmJlF,
R_3J9uE4xkJ59bnAu,
R_TpB6vMj7PuLX5Zf,
R_dhfRIM3cwFAheUx,
R_3kNamnq013qoxYJ,
R_vf4OXLKVEYiQijv,
R_2dsZoLLOBlkvyrN,
R_28XNXFsCvsoDdHK,
R_31EhGlqIB8jr3ci,
R_db2GUEfGF9WOybv,
R_1qaeJAvxHXsXo7f,
R_3fP0SmiDiQxVc9K,
R_XESJwkfzlqMSUQV,
R_e2GFLjecmnNMCvT,
R_1I6PA2ttYTrHVU1,
R_Rm3dsIcL68x3XaN,
R_d6brJX4WfuR5pF7,
R_vxAhKgIZGfD9sjL,
R_2EiTF4IYHgzPQ5U,
R_24vilowK09FWrFV,
R_1ih4xVZBcgbbm8Y,
R_2cCvKW4EaKONtuQ,
R_1nZo2i3y3zjpkuh,
R_31mWG9Gx8f0pWaf,
R_3NVdzWWT8MrDxuV,
R_3rFXDB15hpWbDI7,
R_3g6aEbEjakF4sSd,
R_3FQBsF3mpqzKmBJ,
R_3qgSdU3XUv87PNB,
R_1laSEum2JLsNxMc,
R_dpp5oqLk9m7qtsB,
R_OwM4Wk7FmdzwqqZ,
R_1n6XLfZwFhZXevf,
R_1KiD6pKzHxQosUM,
R_2aLZ1PjW5jsm7zo,
R_3CItAYAak1NsBn5,
R_XAqrUslWV2MXQeB,
R_Q4Ak878PARSC9X3,
R_1o76AxNkevi9qMT,
R_2ATCpAQVf0DWDh4,
R_11je3aA1KLH0Ugn,
R_3J3o0LLj0goX8gI,
R_2dRzIpgQBFu4vx2,
R_1l4aLRsEmv3FyZz,
R_u20P698AAukLJYZ,
R_3sz8mIF10vf4TFi,
R_3Ec0cIGTjLZIRO0,
R_8kt5uYvkg6GyeXL,
R_1QFXbg24lo6Oj9c,
R_1GwysGcRWq097qW,
R_1M6xsGiGGwYbULq,
R_1KlK3DHSMvdd1gX,
R_2YYBg5xND4sCBUG,
R_3LhY5vt3Y7i9rM2,
R_Av5tlSzvShU9MYx,
R_3LXzrAFyBtn6qOW,
R_Dq1E7ugPpVQlSH7,
R_1oweq6uibfCFS2x,
R_22LeOMHDyyLV3l8,
R_2RR4oMeuMnVEyeG,
R_26hGrBPsEp7ebZM,
R_r7OWi3ZdyPLWyhr,
R_Xv1lc5wO3eVtEGd,
R_12LHVPfpaBwPPLR,
R_5zDkFXhrdTQ3iOl,
R_bsGxXnsRgsHTduh,
R_2CURQH8M3JjW9EF,
R_3j1fLzW96a8Wfvu,
R_1K7T7PKbIjtSc90,
R_2fHvyD5vsHlV7pD,
R_25GXd3HNw8C3Nlu,
R_T5Wd0OMmZSPmcq5,
R_1mP1PJNoIlpDeHj,
R_u1UtXO5KILjiDBL,
R_2773DXeaj2u0g1j,
R_22YutuWPOH6t0bD,
R_cT2uPACVsYPhc6R,
R_1inj2kaHAqOMcsx,
R_DqV6Ite6qeXpruF,
R_1mEoKZ72kA0LYl4,
R_3Du6zcwoa4MqaXl,
R_3p8ZOw2vnTJmDsK,
R_1pMpUcAyzr2gs6K,
R_xzPcqJBQ0W9YgMN,
R_Wl2yLTyMO8IOESt,
R_2rvdC6O9pFfTSeU,
R_1GJKG1Tnob88E1u,
R_1JDx32en8GY5m2Z,
R_2e24N87k9ZwXrfY,
R_210nhRDjmESno5e,
R_24CYfvt3exVBg3X,
R_Z8IsrbmeH8acvND,
R_3sBN3A19IgXFeai,
R_Xk1flAWxehyUfgB,
R_pcn3g8L6qQhh041,
R_2rIYey1cWuuwPvk,
R_3L6V3ch7oNnT5Dp,
R_qK6gC6a5YIzW689,
R_3k1ZQmt4CGnAN2O,
R_29oYBdE96MGpQbr,
R_10oeoHvFx7Y92FD,
R_123erhYB2Vfk3TO,
R_ym6jay25bHNc9nX,
R_1o8aJ0a8OUjKXpP,
R_1GPM9Zck4yIZoaW,
R_OI58l6DHOdpyANz,
R_1lidFTSSV6V1ek6,
R_2aqV7eqerreIh3j,
R_2472KRRgNFIaTRH,
R_3PmQ4YvIHeuUug9,
R_2Csli80TnAPnWoy,South Africa
R_2VJDE4TWj2EHGgI,
R_3MhWhFBu9GNFhkd,
R_1gGtMqemGbUzlpw,
R_3JsBiSQXE9Gbtyt,
R_5go8zPiMoqxvkdP,
R_2zSXpbnGhMYXaVd,
R_1pS5qz3ZtrzPRUO,
R_3qJXFawGAx7tZxr,
R_12rRph5wcuM0Y03,
R_1NlgFQmjwNzhxcX,
R_9zY3xNebBHuSsuZ,
R_2ea7nxEU5vzZyYF,
R_tFHAPmOs9LY7Yrv,
R_5iQkWNkYUnrM2tz,
R_29v7UdsY4OMP3i6,
R_3QK7bLs7iDwG0k7,
R_8GoJEJ4Cfk2vxiV,
R_vAfI3TQ2cNKL00V,
R_R9brfCfWrRSSLRv,
R_24BPSAhrFjJC1nG,
R_29rWNLtPYMObyoU,
R_Xigl8eR7X5O3giZ,
R_ZjzWnBOukeyQimB,
R_2qlRumjNi5AMSUU,
R_32JkQh4ZN2sqH2f,
R_SVJGWHaovQ3qWch,
R_3pcpM5iEoxyMH9Y,
R_cSBDG1AxjmAcdNf,
R_2wiWBAA6jpzKdrt,
R_UgTgIAYOutWLBbX,
R_3j8Pb5GzGD0S2SQ,
R_3n3kOxuEQdRYieX,
R_2wTtFCM7vZSdXWD,
R_umDsBtuzEWnWU37,
R_3Liqb0KM0HnW8s3,
R_8AhDXGhZRXFAnT3,
R_1QlUTfIQPOEzj13,
R_2BgMikjrhanCQn9,
R_1pGnHq8A41Nbn1i,
R_21j35qyGKnuGi6m,
R_1nVZmqeDn3XhNwz,
R_2dEh6gzbyC93ZcY,
R_1F4EUz7KSH4I6aH,
R_3CW1FQuBwDt09fC,
R_2Sr9nakL3JZNdlq,
R_AKHgmTn5OKDsI49,
R_79SjIFqQbhl91bH,
R_2zBDG7kKJHDwAuf,
R_1MMu8Jp5fQBOw4q,
R_sLIsQLbVY4PvGeZ,
R_0CnkzLmbI9IxbGh,
R_2EavWq9my864J7S,
R_3HTaii5yWWgpnBv,
R_2YAhwnjgp3YqoTJ,
R_2tsqZEQAggvg0Ib,
R_BXKi0RHV8FQ1I0V,
R_3HnwKS3jFycPfSq,
R_3lKzm8VxPwMTCS7,
R_3Dd2vbuCeihy9Z9,
R_2EzyPEw6z4AiPfU,
R_2eUKugdApZE1KOC,
R_2amZ1Ps1Fib354n,
R_6SbglWas4bY5lJf,
R_qI8zvbadj6XW8cp,
R_vUKdQjhjOokDHbz,
R_Wj4Hhfnzx4xzQqJ,
R_2TofQSmjZWdttEr,
R_2PqaKoGVPlhubn8,
R_20Z0tyxZb8kcerM,
R_1FbrMZhxlonv4kr,
R_PZZWZbiQeBsr5HX,
R_30nOkLWFWPpTOP4,
R_0TJRruaFqb7G6aZ,
R_3h4q9lwwU5LK75q,
R_1FwzUK3RajIhMJg,
R_29j4phB9LR5Yl2O,
R_3OfrXBnpzd75d0U,
R_2XgIrRJzLlQZCp0,
R_1f7YlASOgMa3hwQ,
R_saHH9qsGo5IZi8h,
R_u21P41ZHemzX5o5,
R_1nNRlVaKZCv7xwP,
R_1LGwCLh1asJfP7M,
R_3oL9IPtfV5z6JZC,
R_3kG4ps7mmFRhQFA,
R_3CUvrMzAT9yMfuV,
R_UFKcjNLBJ0fga0F,
R_pxXUJickzHykPfP,
R_6m85MhTa0yYuenD,
