,Doc,Topic,Doc_ID,new_labels
742,Reoccurrence rates,0,742,Recurrence
743,Reoccurrence statistics and circulating tumor cell testing,-1,743,Ambiguous
744,"Reoccurrence, unusual symptoms.",8,744,Metastasis
745,research on efficacy of initial (5 year) or extended AI treatment for ILC,11,745,ILC unique features
746,Resistance to chemo,1,746,Chemotherapy
747,Response to chemo,1,747,Chemotherapy
748,Risk of late recurrence. I recurred 15 years after initial diagnosis. I was released from care after 10 years.,-1,748,Ambiguous
749,Risk of late recurrence. That ILC is difficult to see on imaging scans. The importance of continuing with anti cancer drugs for more than 5 years. My recurrence was diagnosed 11 years after initial diagnosis.,-1,749,Ambiguous
750,Risk of recureence and what to look out for.,0,750,Recurrence
751,Risk of recurrence,0,751,Recurrence
752,"She explained what to watch for for IDC, not ILC, which then led to me going months with symptoms that she should have investigated, not dismissed",11,752,ILC unique features
753,Side effects of hormone therapy,6,753,Endocrine therapy
754,"Side effects of medication and how treatment just ""manages"" it",6,754,Endocrine therapy
755,Signs and symptoms of reccurance,8,755,Metastasis
756,Signs of metastasis,8,756,Metastasis
757,Sneaky nature of ILC,11,757,ILC unique features
758,Specific metastatic sites. I educated MO re GI Mets.,8,758,Metastasis
759,Specific treatments,5,759,Personalized treatment and mental care
760,Specifics and differences vs ductal BC,-1,760,Ambiguous
761,Subtype was TNBC - ILC was not discussed at all.,-1,761,Ambiguous
762,Subtypes and treatment options,5,762,Personalized treatment and mental care
763,"symptoms of recurrence, side effects of estrogen blockers",6,763,Endocrine therapy
764,Symptoms to be alert for,8,764,Metastasis
765,Symptoms to look for reoccurrence and where metastasizes,8,765,Metastasis
766,"Symptoms to look for, treatment options",8,766,Metastasis
767,Taking action when tissue samples were too small for oncotype testing,7,767,Cancer detection and screening
768,tamoxifen as first-line was ineffective; 4xs skin recurrences of lobular bc,9,768,ILC unique features
769,tendency to spread in thin strands & therefore hard to detect.,10,769,Cancer detection and screening
770,That AI treatment will be very difficult,-1,770,Ambiguous
771,That ILC bone Mets often don't show up until treated. I was misdiagnosed as Stage 2 initially bc of that.,-1,771,Ambiguous
772,That ILC has later recurrence than IDC,11,772,ILC unique features
773,That ILC is different  from other tpes of cancer,-1,773,Ambiguous
774,That ILC is different from IDC and how to be aware of the different sites ILC can recur,11,774,ILC unique features
775,that ILC responds well to hormone therapie and not so well on chemo,1,775,Chemotherapy
776,That is doesn't respond well to chemo.  What symptoms to watch out for if it were to metastasize.,8,776,Metastasis
777,That it can have unique symptoms,8,777,Metastasis
778,that it can metastasize to the abdomen - and relative symptoms,8,778,Metastasis
779,That it can move to the retroperitoneal,0,779,Recurrence
780,That it can occur in unusual places and if gastrointestional symptoms occur to insist on scans,8,780,Metastasis
781,That it can sometimes reoccur many years later. More info on e cadherin and the CDH1 gene and that Lobular breast cancer can become resistant to treatments like tamoxifen/aromatase inhibitors,12,781,Influence of breast density
782,"That it could spread to unusual places, what to look out for",-1,782,Ambiguous
783,That it is a sneaky tumor hard to find.,-1,783,Ambiguous
784,that it is hard to detect and better protocols put in place to find reoccurrences,0,784,Recurrence
785,That it is most likely to spread to far distant body parts/organs and the brain.,-1,785,Ambiguous
786,That it is quite different from other breast cancers and can reoccur in unusual places.,12,786,Influence of breast density
787,that recurrance can occur much later with ILC,11,787,ILC unique features
788,That screening wouldn't catch lobular ... second primary cancer was lobular and metastized,9,788,ILC unique features
789,"That since it wasn't multiple myeloma but it was something, to keep looking for an answer. I had a missed diagnosis or six years.",-1,789,Ambiguous
790,That there is differences between ILC and other types of Hormon-sensitive cancer!,-1,790,Ambiguous
791,"That they miss lobular cancer sometimes, as mine was missed for six years",9,791,ILC unique features
792,That yearly PET scans could be beneficial.,7,792,Cancer detection and screening
793,The chance of recurrence,0,793,Recurrence
794,"the different outcomes with chemo and how oncotype is not as relevent to lobular- this was the initial oncologist- got second opinion from Mayo Dr. Goetz that discussed this  plus my stage one did not warrant it, despite my higher oncoltype score of 27",9,794,ILC unique features
795,"The difficulty in metastases showing up on scans, especially a PET scan. I wish I had been allowed to get a baseline on tumor markers and CTCs. The onc refused and it took me a long time to talk her into markers and they turned out to be useful when scans are not.",8,795,Metastasis
796,"The efficacy of chemo on ILC, what to monitor, what research has been done on ILC",1,796,Chemotherapy
797,The limited effectiveness of chemotherapy in ilc,1,797,Chemotherapy
798,"The possibility of treatments other than what are used for IDC. That reocurrence of ILC is hard to detect, that ILC often has a later reocurrence, can spread to other places, the possibility if treatments",11,798,ILC unique features
799,Trials regarding ILC: Uniqueness of ILC; different metastatic sites and what to be aware of regarding signs/symptoms of metastasis,-1,799,Ambiguous
800,Unique aspects of ILBC,11,800,ILC unique features
801,Unique features of ILC,11,801,ILC unique features
802,Unique spread of ILC,11,802,ILC unique features
803,Unusual areas of metastasis and what to look for and report after active treatment,8,803,Metastasis
804,Unusual symptoms and recurring,8,804,Metastasis
805,"unusual symptoms, of recurrence you should report in the future",8,805,Metastasis
806,Value of chemo,1,806,Chemotherapy
807,What exactly to look for in recurrence,0,807,Recurrence
808,What specific tx can be done for ILC to prevent recurrence or metastasis,-1,808,Ambiguous
809,What symptoms of recurrence I should report,8,809,Metastasis
810,What to be aware of/monitor for local and distant metastasis,8,810,Metastasis
811,What to look for if there's recurrence,0,811,Recurrence
812,What to look for in terms of recurrence.,0,812,Recurrence
813,What to look out for recurrence,0,813,Recurrence
814,What to look out for specifically to monitor for recurrance,0,814,Recurrence
815,What to pay attention to in the future.,0,815,Recurrence
816,what unique places can ILC metastasize to & what unusual symptoms to look for,-1,816,Ambiguous
817,"When it spreads, just got discharged with no plans after a year",-1,817,Ambiguous
818,Where it typically shows up as mets and where to watch for it.  That is was notable that it was even different!,-1,818,Ambiguous
819,Which hormone blocker,6,819,Endocrine therapy
820,Why I had EC chemo & was it the best for lobular cancer ?,9,820,ILC unique features
821,Why ILC presents differently and that it reoccurs later,11,821,ILC unique features
822,Why neoadj chemo would be better choice than adjuvant chemo in vase of lobular,9,822,ILC unique features
823,wish she would distinguish duct. fr lob.,9,823,ILC unique features
824,Yes,3,824,ILC unique features
825,never saw one,10,825,Cancer detection and screening
826,superiority of MRI in diagnostics and aftercare of ilc and how to get it once a year,-1,826,Ambiguous
827,More info about why this wasn't detected sooner since I've been going in for regular mammograms,12,827,Influence of breast density
828,After care and possible problems later,5,828,Personalized treatment and mental care
829,All the items I just entered NO for.,-1,829,Ambiguous
830,They mentioned nothing about it being ILC,11,830,ILC unique features
831,That radiation Can affect the heart (left side radiation),4,831,Radiation therapy
832,Refused to acknowledge lobular and ductal were any different.,9,832,ILC unique features
833,That damage from radiation can be ongoing for 2 years. Never once mentioned to me!,4,833,Radiation therapy
834,Think was same as medical one,3,834,ILC unique features
835,Risks of whole chest radiation,4,835,Radiation therapy
836,Long Term pain after radiation,4,836,Radiation therapy
837,N/a he was amazing,-1,837,Ambiguous
838,Discussion reveals 15 fractions and information regarding lobular and radiation in particular,9,838,ILC unique features
839,Everything,-1,839,Ambiguous
840,Only discussed how the sessions would work,-1,840,Ambiguous
841,Effectiveness in ILC,11,841,ILC unique features
842,That radiation is the most effective treatment after surgery to eradicate it at the time,4,842,Radiation therapy
843,"he asked me why I hadn't checked my breasts and why I let the tumor get so large!!!! What a slap in the face given that I was very aware, doing self-exams, advocated for myself and got the initial mammogram and ultrasound even though I was younger than the age to start routine imaging. I felt something but it wasn't detected by imaging. No-one's fault but had I known about ILC I would have persisted. Since being diagnosed with mets, I have not seen a radiation oncologist.",-1,843,Ambiguous
844,None,10,844,Cancer detection and screening
845,Long term treatment side effects to watch for,6,845,Endocrine therapy
846,How ILC is different,11,846,ILC unique features
847,20 years of clean mammograms? Why should I think that mammograms every six months will find a recurrence?,12,847,Influence of breast density
848,I was lucky to have a brilliant person here,3,848,ILC unique features
849,Na,-1,849,Ambiguous
850,n/a mastectomy,2,850,Surgery
851,More info about LT SEs from left-sided rads,-1,851,Ambiguous
852,How radiation will lower reoccurrence,4,852,Radiation therapy
853,I did not have surgery (diagnosed MBC de novo),-1,853,Ambiguous
854,I had a micro met in a sentinel node I wish I had discussed this further,-1,854,Ambiguous
855,Just had treatment postponed twice. No acceptable reason given.,-1,855,Ambiguous
856,The radiation oncologist did not discuss the differences between ILC and IDC at all.,-1,856,Ambiguous
857,not applicable,-1,857,Ambiguous
858,Very helpful,5,858,Personalized treatment and mental care
859,He was great. I don't know of any treatment difference for radiation.,4,859,Radiation therapy
860,More information about duration of fatigue after radio,-1,860,Ambiguous
861,How long I will have side effects from radiation?,4,861,Radiation therapy
862,To not be treated like a number.,-1,862,Ambiguous
863,Na,-1,863,Ambiguous
864,Permanent changes to breast and possible impact on other organs such as the lungs.,12,864,Influence of breast density
865,Does ILC respond differently to radiation treatment than ducal?,4,865,Radiation therapy
866,Long term radiation effects,4,866,Radiation therapy
867,Was it really necessary to blast all my lymph nodes after mastectomy,2,867,Surgery
868,how I must deal daily with fibrosis from radiation to have the fullest life,4,868,Radiation therapy
869,efficieny rafiation,0,869,Recurrence
870,more info on ILC,11,870,ILC unique features
871,Less invasive treatment,5,871,Personalized treatment and mental care
872,"Most of   what I have  learned about  ILCA  I have learned  from  what  I have  read about it post  diagnosis. I have  used  this  knowledge to  better communicate  with  surgeon,  oncologists,  radiologist, and  gynocologists, PT's  that I  have  incountered  since  diagnosis.I  have  read  extensively  about  Pleomorphic  lobular  carcinoma  since diagnosis and  appreciate  the  fact  that  my  background  as  a  retired  biology  teacher  has  enable me to  understand  what  I  am reading  and  question  and  advocate  accordingly  with  each  specialty  listed  below.  When I  entered  treatment  I  knew  I would  be  receiving  standard of  care  at that  point in time and  other  than asking  for  genetic  testing  for  inheritable  genes  related to  breast  cancer  accepted  protocols  ordered.    As  I progressed thru  treatments and follow  ups  I  asked  questions  based on what  information I  personally  read about  vs.  what  they told  me.  I  requested  MRI  and  follow up  3 D mammograms  ( l due to  dense breasts),  sought consult  with  Gynocologis,  questioned  about  lack of  genomic  tumor  testing  due  to lymph node  involvement  noted  at   right  mastectomy.y",-1,872,Ambiguous
873,He was superb. Went to bat for me several times to get the scans needed to truly address effects of treatments,7,873,Cancer detection and screening
874,Not sure,-1,874,Ambiguous
875,Benefit of treatment lobular vs ductal?,9,875,ILC unique features
876,Will the entire half chest need be radiated?,4,876,Radiation therapy
877,"DCIS,2003,photon left side,ILC,2016,proton used. I had to research and find my onco-cardiologist. Photon caused substantial lesion in my LAD requiring stent.",4,877,Radiation therapy
878,Nil - fatigue was discussed but truly is one of the hardest side effects to conqeur,6,878,Endocrine therapy
879,Better info about long term damage,6,879,Endocrine therapy
880,Nothing,10,880,Cancer detection and screening
881,Nothing,10,881,Cancer detection and screening
882,Nothing,10,882,Cancer detection and screening
883,Did not receive radiation,4,883,Radiation therapy
884,Nothing he was thorough,-1,884,Ambiguous
885,idem,-1,885,Ambiguous
886,different scans and their effectiveness,7,886,Cancer detection and screening
887,how the treatment can cause fatigue,6,887,Endocrine therapy
888,Not on team,-1,888,Ambiguous
889,use radiation rather than ALND,4,889,Radiation therapy
890,That chemo is not as effective for ILC,1,890,Chemotherapy
891,Efficacy of radiation,4,891,Radiation therapy
892,how to best check for recurrence,0,892,Recurrence
893,"Burns, later side effects",6,893,Endocrine therapy
894,Lymphodema of breast,12,894,Influence of breast density
895,Effectiveness of radiation,4,895,Radiation therapy
896,I wish they were prepared for ILC,11,896,ILC unique features
897,Same as above,3,897,ILC unique features
898,"Spread locations, imaging",7,898,Cancer detection and screening
899,"Unaware of what info I should now know, Radiation oncologist gave scant info",4,899,Radiation therapy
900,na,-1,900,Ambiguous
901,Treatment options,5,901,Personalized treatment and mental care
902,Efficacy of rads,5,902,Personalized treatment and mental care
903,N/A did not need radiation,4,903,Radiation therapy
904,That the radiation was going to cause deformity of my breast,-1,904,Ambiguous
905,(This was probably the most vague thing I experienced and still don't know questions to ask this doctor).,-1,905,Ambiguous
906,None,10,906,Cancer detection and screening
907,That my breast shape would change significantly after radiation and that I would be more susceptible to urinary tract infections.,-1,907,Ambiguous
908,Whether I have dense breasts,12,908,Influence of breast density
909,Whether ILC benefits more (or less) from radiation,4,909,Radiation therapy
910,I still wish I knew how much benefit I got from radiation,4,910,Radiation therapy
911,What signs to watch for in survivorship re: complications of RT.  How much radiation treatment exposed me to and how much I need to consider for future treatments.  Side effects (short term and long term).,-1,911,Ambiguous
912,That private radiation treatment was an option (c.f public health service),4,912,Radiation therapy
913,None,10,913,Cancer detection and screening
914,That RT can be extremely useful for certain areas of recurrence,-1,914,Ambiguous
915,what are the late effects of radiation?,4,915,Radiation therapy
916,"I am not aware of any differences in treatment here; was based on size, location, grade and margins but not because ILC.",11,916,ILC unique features
917,Clear research on lobular and radiotherapy,9,917,ILC unique features
918,Radiation will shrink your muscles for years,4,918,Radiation therapy
919,That I may have been oligometastatic and therefore could have been treated more aggressively,-1,919,Ambiguous
920,"That they had some clue what to look for with ILC, so I didn't have to give them a piece of paper telling them",11,920,ILC unique features
921,That it's difficult to detect with ultrasound,7,921,Cancer detection and screening
922,That it's important to have radio for ILC,-1,922,Ambiguous
923,I am not sure this doctor knew anything specific to lobular cancer. She is very technical but quite on the spectrum and does not know how to talk to patients!,9,923,ILC unique features
924,Not yet discussed as 1/2 way through chemotherapy,1,924,Chemotherapy
925,more about how effective radiation is for ILC; that radiation side effects can last much longer than a few weeks,4,925,Radiation therapy
926,"The benefits, if any, of treating ILC with radiation compared to other types",4,926,Radiation therapy
927,treatment for lobular as well as ductal carcinoma,9,927,ILC unique features
928,The risks of radiation to the heart,4,928,Radiation therapy
929,what is accuracy of this treatment getting all of the cancer,-1,929,Ambiguous
930,The long term side effects,6,930,Endocrine therapy
931,I had to leave the state to get proper treatment after having been denied treatment initially by my cancer center.,-1,931,Ambiguous
932,Fully informed,-1,932,Ambiguous
933,The importance of dense breasts and requesting 3D imaging,12,933,Influence of breast density
934,Same as MO,3,934,ILC unique features
935,told to include heart and left lung in field,4,935,Radiation therapy
936,Best type of follow up scans for ILC,10,936,Cancer detection and screening
937,"unique metastic routes, needing different treatment vs. ductal",-1,937,Ambiguous
938,Never talked to one,10,938,Cancer detection and screening
939,What about blasting my other breast just incase,12,939,Influence of breast density
940,"Is there any evidence, that lobular breast cancer cells really can be killed by radiation (Ki67 only 5% and Grading 1-2). Question is still open for me, start of radiation therapy planned within the next weeks",9,940,ILC unique features
941,Probability of late recurrence,0,941,Recurrence
942,"Whether all types of lobular should be given radio, no matter the stage. I have pleomorphic. No radio. No chemo.",9,942,ILC unique features
943,"More long term effects eg rib pain, lymphoedema",-1,943,Ambiguous
944,Scarring,-1,944,Ambiguous
945,why can't I have an annual MRI and alternate it with a mammogram and ultrasound,7,945,Cancer detection and screening
946,She was great. Nothing.,10,946,Cancer detection and screening
947,"What to avoid like vitamin c ,",5,947,Personalized treatment and mental care
948,Yes,3,948,ILC unique features
949,Yes,3,949,ILC unique features
950,ILC can be difficult to image,10,950,Cancer detection and screening
951,Future check ups for radiation long term side effects,4,951,Radiation therapy
952,More up to date treatments to prevent heart damage,5,952,Personalized treatment and mental care
953,Harder to detect,10,953,Cancer detection and screening
954,Why lobular didn't show up on last mammogram.,-1,954,Ambiguous
955,Late gevolgen bestraling en hoe lang dit doorwerkt,-1,955,Ambiguous
956,Different treatment to Ductal,-1,956,Ambiguous
957,Side effects,6,957,Endocrine therapy
958,How ILC can mask itself on scans,10,958,Cancer detection and screening
959,Screening use of MRI / ultrasound,7,959,Cancer detection and screening
960,Long term side effects,6,960,Endocrine therapy
961,research on length of treatment specific to ILC,11,961,ILC unique features
962,How radiation can damage heart and lungs,4,962,Radiation therapy
963,That I could have had proton therapy.,4,963,Radiation therapy
964,The phenomenon of a treatment flare on a bone scan was unknown to the radiation oncologist and he insisted I needed one spot irradiated on my sternum that probably was just in the process of healing since the rest of my 20 bone tumors healed.,4,964,Radiation therapy
965,What can happen in the future because of radiation.,4,965,Radiation therapy
966,Avoid a direct reco with silicons when you need radiation,4,966,Radiation therapy
967,"all the effects of radiation treatment, especially lympodema",4,967,Radiation therapy
968,Difficult to scan,7,968,Cancer detection and screening
969,Earlier diagnosis. Annual mammograms for past three years didn't find larger lesion,12,969,Influence of breast density
970,Fatigue,6,970,Endocrine therapy
971,How it can appear,-1,971,Ambiguous
972,Large nodule,-1,972,Ambiguous
973,Only have mammogram screening program in the uk.  I would like either breast mri or ultrasound to be standard follow up post lobular treatment and annually please,-1,973,Ambiguous
974,Pain after radiation long time,4,974,Radiation therapy
975,Side effects from treatment,6,975,Endocrine therapy
976,That I should have had a better check than only mammography.,12,976,Influence of breast density
977,Which areas of the body the disease could spread to,-1,977,Ambiguous
978,Cancer/tumours in Dense breasts are less likely to show up on mammograms. We are getting the word out and advising BREAST CHECK to advise women what type of breasts they have.,12,978,Influence of breast density
979,benefit of ovariectomy in preventing metastasis (ovaries),-1,979,Ambiguous
980,Anything! My gyno retired in the midst of all of this.,-1,980,Ambiguous
981,All the items I just entered NO for.,-1,981,Ambiguous
982,I havent spoken to my gyn since she told me my results showed benign when in fact it was malignant,-1,982,Ambiguous
983,Effects of Tamoxifen,6,983,Endocrine therapy
984,Risk of ovaria cancer,-1,984,Ambiguous
985,He was excellent,3,985,ILC unique features
986,Have no clue whether I am peri or post menopause. No one seems to be able to guide me as to how I can determine this.,6,986,Endocrine therapy
987,Alternative dosage for Tamoxifen,6,987,Endocrine therapy
988,Any risks specific to lobular,9,988,ILC unique features
989,Didn't have,-1,989,Ambiguous
990,N/a,-1,990,Ambiguous
991,No gynae appointments at all. Detailed information regarding benefits of oophorectomy and long term effects of early immediate menopause,6,991,Endocrine therapy
992,Everything,-1,992,Ambiguous
993,I havent seen one at all,10,993,Cancer detection and screening
994,?,3,994,ILC unique features
995,"Surprised to find ILC in ovaries, I wasn't",-1,995,Ambiguous
996,"If a woman has dense breast tissue and calcifications do a biopsy as she's more prone to ILC. Self exams and mammograms find lumps (ductal), lobular grows in sheets.",-1,996,Ambiguous
997,didn't see one....but the risk of ovarian cancer would have been good to know,-1,997,Ambiguous
998,Complications,5,998,Personalized treatment and mental care
999,How to follow up and check for recurrence,0,999,Recurrence
1000,That the treatment will affect your sex life,6,1000,Endocrine therapy
1001,"I saw subtle changes in my cancerous breast for years, but didn't realize that they were significant.",12,1001,Influence of breast density
1002,never met with one,10,1002,Cancer detection and screening
1003,Just wish they listened,3,1003,ILC unique features
1004,n/a primary d.o. does exam,-1,1004,Ambiguous
1005,Did not know about ILC.   Negative mammogram made her disregard symptoms.   I had to push for diagnostic due to known family history of cancer.,12,1005,Influence of breast density
1006,I wish they had said ILC is frequently missed on mammograms,12,1006,Influence of breast density
1007,Na,-1,1007,Ambiguous
1008,Best care and health tips to avoid recurrence d,5,1008,Personalized treatment and mental care
1009,Was not involved in my breast cancer treatment.,12,1009,Influence of breast density
1010,"Nothing, My gynecologist was amazing. She agreed to perform a total hysterectomy and oophrectomy at my request and I am so relieved now that it was done.",-1,1010,Ambiguous
1011,Tamoxifen can cause vaginal atrophy,6,1011,Endocrine therapy
1012,I do not think my OBGYN has any idea about differences between ILC and IDC.,11,1012,ILC unique features
1013,My gynecologist knew nothing about ILC.,11,1013,ILC unique features
1014,8 years of clean ultrasounds! Wasn't a cyst after all,-1,1014,Ambiguous
1015,Idem,-1,1015,Ambiguous
1016,"To continue to have Pap test, I was told if the last 10 years were normal, then no more Pap test for women over 65.",-1,1016,Ambiguous
1017,What to look out for now that I am tamoxifen,6,1017,Endocrine therapy
1018,Does not feel like lumps.,-1,1018,Ambiguous
1019,"Lobular often doesn't show up in scans, so the pelvic pain and distention I experienced prior to diagnosis that turned out to be lobular in both ovaries and fallopian tubes was actually something to investigate further.",9,1019,ILC unique features
1020,Possible links - my mother had ovarian i had to push for investigation which found STIC,-1,1020,Ambiguous
1021,Surgical menopause how to alleviate symptoms and what is safe,6,1021,Endocrine therapy
1022,To have biopsied my uterus when removing my ovaries,-1,1022,Ambiguous
1023,Tamoxifen side effects- endocrine cancer monitoring,6,1023,Endocrine therapy
1024,"I don't know why a gynaecologist would be needed, so clearly that's a question in itself",-1,1024,Ambiguous
1025,Risks,-1,1025,Ambiguous
1026,"Most of   what I have  learned about  ILCA  I have learned  from  what  I have  read about it post  diagnosis. I have  used  this  knowledge to  better communicate  with  surgeon,  oncologists,  radiologist, and  gynocologists, PT's  that I  have  incountered  since  diagnosis.I  have  read  extensively  about  Pleomorphic  lobular  carcinoma  since diagnosis and  appreciate  the  fact  that  my  background  as  a  retired  biology  teacher  has  enable me to  understand  what  I  am reading  and  question  and  advocate  accordingly  with  each  specialty  listed  below.  When I  entered  treatment  I  knew  I would  be  receiving  standard of  care  at that  point in time and  other  than asking  for  genetic  testing  for  inheritable  genes  related to  breast  cancer  accepted  protocols  ordered.    As  I progressed thru  treatments and follow  ups  I  asked  questions  based on what  information I  personally  read about  vs.  what  they told  me.  I  requested  MRI  and  follow up  3 D mammograms  ( l due to  dense breasts),  sought consult  with  Gynocologis,  questioned  about  lack of  genomic  tumor  testing  due  to lymph node  involvement  noted  at   right  mastectomy.y",-1,1026,Ambiguous
1027,Mammograms are not full scans for EARLY detection of cancer in dense breasts and especially not useful for EARLY detection of lobular cancer,-1,1027,Ambiguous
1028,Impact of AI treatment; monitoring,6,1028,Endocrine therapy
1029,"How awful AI's are on urinary and sexual health.  Needed to be more proactive with kegel, use of lubricants during sex and every day use.Also for some reason I never knew that multiple miscarriages put me at greater risk for breast ca.  I thought because I breast fed both my children for over a year that had reduced my risk. I teach breast self exam (I am a nursing instructor and NP) I never felt a lump, all my mammo's were normal.",-1,1029,Ambiguous
1030,What to watch for as far as metastasis. Additional monitoring needed? Benefit of hysterectomy?,-1,1030,Ambiguous
1031,Didn't acknowledge ILC.,11,1031,ILC unique features
1032,Got concern there about uterus,-1,1032,Ambiguous
1033,Mine didn't know anything about ILC or Mets to ovaries risk. I gave her info and had saplingo-oopherectomy.,-1,1033,Ambiguous
1034,Nil - all covered,-1,1034,Ambiguous
1035,-,3,1035,ILC unique features
1036,About gyn changes on AI meds and what can help,-1,1036,Ambiguous
1037,"No need, I'd had a full hysterectomy some time before cancer diagnosis",-1,1037,Ambiguous
1038,Nothing,10,1038,Cancer detection and screening
1039,Nothing,10,1039,Cancer detection and screening
1040,We've only talked about unexplained bleeding,-1,1040,Ambiguous
1041,Nothing he was the one who understood the need for follow,-1,1041,Ambiguous
1042,idem,-1,1042,Ambiguous
1043,How birth control increases cancer risk,-1,1043,Ambiguous
1044,issues relating to the menopause,6,1044,Endocrine therapy
1045,Not being on Mirena,-1,1045,Ambiguous
1046,side effects of AI's,6,1046,Endocrine therapy
1047,Problems detecting,10,1047,Cancer detection and screening
1048,Taking ovaries out,-1,1048,Ambiguous
1049,Diet and prevention,5,1049,Personalized treatment and mental care
1050,Vaginal atrophy,6,1050,Endocrine therapy
1051,Why were birth control pills stopped sooner rathervthen once diagnosed with ILC,1,1051,Chemotherapy
1052,There are several types of breast cancer,12,1052,Influence of breast density
1053,That I did not need to get my ovaries removed,-1,1053,Ambiguous
1054,Dense tissue should have been discussed,-1,1054,Ambiguous
1055,Has not mentioned anything specific about ILC,11,1055,ILC unique features
1056,"Unaware of what info I should now know, no gynae contact so far",-1,1056,Ambiguous
1057,na,-1,1057,Ambiguous
1058,Didn't communicate with me post-diagnosis; had advised against baseline MRI screening that detected my Stage 1 ILC.,10,1058,Cancer detection and screening
1059,better monitoring for uterine lining thickening as a result of tamoxifen,6,1059,Endocrine therapy
1060,Not involved with care at all,-1,1060,Ambiguous
1061,"That it is hard to find on mammogram, especially with dense breasts and that a variety of tests may have found it earlier (such as MRI and ultrasound)",12,1061,Influence of breast density
1062,Menopause results,6,1062,Endocrine therapy
1063,that ILC can be larger than imaging and dense breast why having HRT should undergo additional MRI surveillance too.,12,1063,Influence of breast density
1064,That ILC can metastasize to ovaries and fallopian tubes,-1,1064,Ambiguous
1065,symptoms of metastasis in pelvis,8,1065,Metastasis
1066,My gynecologist has no concept of this,-1,1066,Ambiguous
1067,I had to suggest total Oophorectomy/hysterectomy- it was not initially offered,-1,1067,Ambiguous
1068,Letrozole would cause atrophy and cause bleeding.,6,1068,Endocrine therapy
1069,Never got to speak with a gynaecologist,-1,1069,Ambiguous
1070,I wish she'd have expressed more concern about HRT & cancer risk,12,1070,Influence of breast density
1071,Cancer treatment will probably cause uterine cancer,-1,1071,Ambiguous
1072,An MRI is best practise,7,1072,Cancer detection and screening
1073,that we must watch out for ovarian issues as well as uterine due to medications,-1,1073,Ambiguous
1074,Whether or not topical estrogen would increase my risk of recurrence,6,1074,Endocrine therapy
1075,Never seen one,10,1075,Cancer detection and screening
1076,What to expect after chemo - the effects on the female organs were not mentioned,1,1076,Chemotherapy
1077,Removal of ovaries,-1,1077,Ambiguous
1078,"I wish she'd given me more guidance and information/discussion about ""suspicious"" mammograms. Every 2-3 years I'd need an ultrasound and they always came out ""ok"" so I actually believed they didn't know what the hell they were doing. Then, stage 4.",12,1078,Influence of breast density
1079,"I think that the Obgyn should be more informed and knowledgeable about the nature of Lobular cancer, and not only decide the result by only a mammogram & ultrasound. I felt something, went to the doctor to have it examined. The gynecologist felt it himself, then described the shape and then dismissed me and it saying that it was fibrosis. He then told me that I had just had a mammogram and an ultrasound 8 weeks ago. I corrected him and said it was 10 weeks ago. He did not send me to a surgeon or for any further testing. I believed him and thought that I was on.",-1,1079,Ambiguous
1080,Options to go into menopause,6,1080,Endocrine therapy
1081,Same as MO,3,1081,ILC unique features
1082,History of fibroid cysts does not indicate abnormalities are benign,-1,1082,Ambiguous
1083,N/a,-1,1083,Ambiguous
1084,"unique metastic routes, needing different treatment vs. ductal",-1,1084,Ambiguous
1085,Lobular metastasizing to ovaries.,9,1085,ILC unique features
1086,Best ways to prevent UG symptoms following AI,8,1086,Metastasis
1087,What I should return to them about (symptoms ),8,1087,Metastasis
1088,Having had ILBC what should I look out for in that region,11,1088,ILC unique features
1089,"That 3-weeks medication with Tamoxifen presurgery could not only answer the question, if the tumor is sensitive to this treatment but could also lead to an edvice for Chemotherapie, if Ki67 would rise (I don't know, if this might be a specialty for lobular breast cancer). It would have been very helpful to let me know, that even for pathology it's possible to get a second opinion (luckily I found it out by myself with the help of KID (German cancer information service)",6,1089,Endocrine therapy
1090,Didn't need,-1,1090,Ambiguous
1091,"To be extra vigilant and again, have clear survivorship follow up plan",-1,1091,Ambiguous
1092,80% of women diagnosed with Breast Cancer DO NOT have a family history,12,1092,Influence of breast density
1093,Risk of recurrence to uterus and ovaries,-1,1093,Ambiguous
1094,Any information on gynecological cancers being linked to ILC,-1,1094,Ambiguous
1095,Check hormone balance and check breast density for screening,12,1095,Influence of breast density
1096,Relationship of ILC and reproductive system cancers,-1,1096,Ambiguous
1097,what to look out for,0,1097,Recurrence
1098,Where ILC can metastasize to. It can spread like a spider web. Hard to find. May not present with a lump.,-1,1098,Ambiguous
1099,Risk of mammogram not showing cancer for to dense breasts,12,1099,Influence of breast density
1100,Better detection- ultrasound anc MRI,7,1100,Cancer detection and screening
1101,close monitoring of uterus and ovaries,-1,1101,Ambiguous
1102,I should have had ultrasound screenings,7,1102,Cancer detection and screening
1103,Risk of ovarian cancer,-1,1103,Ambiguous
1104,I wish my OBGYN knew what the symptoms we're and didn't discount my concerns,8,1104,Metastasis
1105,"Clueless, is the word that best describes her. When I continuously reported EXCESSIVE bleeding and begged for a hysterectomy, she suggested an IUD. Unbelievable. I even discussed my fear of having this ""sneaky"" cancer and she dismissed it.",-1,1105,Ambiguous
1106,mets,-1,1106,Ambiguous
1107,More screenings after hitting 5 year mark with ductal,-1,1107,Ambiguous
1108,That lobular may not show up in a mammogram. Mine did not.,9,1108,ILC unique features
